r (Ang), PDF (RMC), PDF (Expt)
   6.7599999999999998       ,   -2.9044975288065166E-002  ,   -1.9076815381022221E-002
   6.7800000000000002       ,    2.2397870238170872E-003  ,    1.8094178201227502E-002
   6.7999999999999998       ,    7.1971508437375570E-002  ,    5.6644328034035511E-002
   6.8200000000000003       ,    8.8200308255090981E-002  ,    9.1712936095681527E-002
   6.8399999999999999       ,   0.15737787518904872       ,   0.11897504947290037     
   6.8600000000000003       ,   0.10696486687404866       ,   0.13514216515042873     
   6.8799999999999999       ,    8.6557145662837481E-002  ,   0.13830428435992498     
   6.9000000000000004       ,   0.15698519238939670       ,   0.12808061554157682     
   6.9199999999999999       ,   0.10699294847119468       ,   0.10556830468422121     
   6.9400000000000004       ,    7.7224404167998417E-002  ,    7.3103182819429041E-002
   6.9600000000000000       ,    2.2700624192111711E-002  ,    3.3872628016924478E-002
   6.9800000000000004       ,   -2.5887329733196587E-002  ,   -8.5552138854787067E-003
   7.0000000000000000       ,   -2.1239872547383895E-002  ,   -5.0705040550974800E-002
   7.0200000000000005       ,   -9.2581871343612065E-002  ,   -8.9587205620866389E-002
   7.0400000000000000       ,  -0.12226812619812696       ,  -0.12294124415440069     
   7.0600000000000005       ,  -0.12975471508438680       ,  -0.14929461011378167     
   7.0800000000000001       ,  -0.18905867842452123       ,  -0.16784621957790649     
   7.1000000000000005       ,  -0.15746983892746219       ,  -0.17823081816303910     
   7.1200000000000001       ,  -0.16481610822144668       ,  -0.18025468642280579     
   7.1400000000000006       ,  -0.16464896865375156       ,  -0.17370394986576199     
